index,Year_of_Release,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Critic_Score,Critic_Count,User_Count,Global_Sales
8709,2011.0,0.07,0.07,0.0,0.01,60.0,22.0,5.0,0.15
16203,2016.0,0.0,0.01,0.0,0.0,56.0,34.0,149.0,0.01
14013,2011.0,0.02,0.01,0.0,0.0,56.0,12.0,269.0,0.04
4364,2014.0,0.13,0.29,0.0,0.03,81.0,23.0,1647.0,0.45
1437,2013.0,0.39,0.87,0.0,0.1,81.0,52.0,3517.0,1.35
1828,2009.0,0.28,0.3,0.0,0.54,71.0,4.0,10.0,1.12
3606,2016.0,0.3,0.2,0.01,0.05,77.0,106.0,1659.0,0.56
2400,2005.0,0.72,0.03,0.0,0.12,88.0,37.0,37.0,0.87
5117,2002.0,0.28,0.07,0.0,0.01,74.0,18.0,19.0,0.37
3939,2003.0,0.25,0.19,0.0,0.06,51.0,9.0,6.0,0.5
14923,2011.0,0.0,0.02,0.0,0.01,65.0,5.0,24.0,0.03
11388,2007.0,0.08,0.0,0.0,0.01,47.0,23.0,6.0,0.08
4075,2004.0,0.35,0.13,0.0,0.01,62.0,4.0,8.0,0.48
16267,2016.0,0.01,0.0,0.0,0.0,75.0,24.0,7.0,0.01
12259,2004.0,0.05,0.01,0.0,0.0,67.0,15.0,6.0,0.07
6570,2003.0,0.13,0.1,0.0,0.03,58.0,19.0,8.0,0.26
16355,2000.0,0.0,0.01,0.0,0.0,90.0,28.0,1069.0,0.01
9295,2006.0,0.11,0.01,0.0,0.01,80.0,50.0,13.0,0.14
14229,2005.0,0.03,0.01,0.0,0.0,60.0,10.0,4.0,0.03
2422,2010.0,0.47,0.31,0.0,0.08,72.0,65.0,51.0,0.86
9140,2004.0,0.07,0.05,0.0,0.02,68.0,50.0,12.0,0.14
6283,2004.0,0.13,0.1,0.0,0.03,61.0,57.0,13.0,0.27
8427,2014.0,0.15,0.0,0.0,0.02,65.0,4.0,14.0,0.17
3866,2006.0,0.46,0.05,0.0,0.0,78.0,29.0,35.0,0.52
1256,2000.0,0.66,0.52,0.15,0.17,76.0,15.0,64.0,1.5
7250,2009.0,0.11,0.09,0.0,0.02,61.0,9.0,4.0,0.22
7952,2006.0,0.0,0.0,0.19,0.0,55.0,20.0,7.0,0.19
1584,2008.0,0.49,0.0,0.01,0.75,68.0,7.0,33.0,1.25
10697,2011.0,0.05,0.04,0.0,0.01,43.0,12.0,56.0,0.1
6948,2010.0,0.1,0.11,0.0,0.02,77.0,24.0,31.0,0.23
7148,2005.0,0.2,0.0,0.0,0.02,75.0,25.0,15.0,0.22
2201,2009.0,0.69,0.17,0.0,0.08,47.0,15.0,21.0,0.94
9411,2012.0,0.0,0.12,0.0,0.02,79.0,17.0,992.0,0.13
128,2010.0,3.17,1.79,1.03,0.46,87.0,77.0,368.0,6.44
5290,2009.0,0.33,0.0,0.0,0.03,67.0,34.0,21.0,0.35
5461,2003.0,0.25,0.07,0.0,0.01,84.0,50.0,37.0,0.33
8076,2001.0,0.15,0.03,0.0,0.01,64.0,21.0,9.0,0.18
989,2011.0,1.01,0.6,0.0,0.15,76.0,7.0,10.0,1.76
4743,2010.0,0.24,0.13,0.0,0.04,75.0,54.0,32.0,0.41
8520,2012.0,0.12,0.02,0.0,0.03,66.0,8.0,20.0,0.16
6484,2012.0,0.18,0.05,0.0,0.02,63.0,13.0,27.0,0.26
13357,2006.0,0.04,0.0,0.0,0.0,76.0,7.0,4.0,0.05
4390,2012.0,0.26,0.14,0.01,0.04,74.0,35.0,47.0,0.44
4370,2008.0,0.18,0.22,0.0,0.05,50.0,12.0,18.0,0.45
13055,2015.0,0.03,0.02,0.0,0.0,48.0,6.0,8.0,0.05
5230,2016.0,0.17,0.16,0.0,0.03,83.0,9.0,131.0,0.36
3503,2011.0,0.32,0.2,0.0,0.05,82.0,8.0,62.0,0.57
8222,2011.0,0.03,0.07,0.05,0.02,44.0,39.0,59.0,0.17
904,2008.0,1.1,0.55,0.0,0.27,84.0,43.0,80.0,1.92
2700,2009.0,0.45,0.23,0.0,0.07,87.0,22.0,19.0,0.76
9815,2016.0,0.04,0.07,0.0,0.01,86.0,37.0,383.0,0.12
55,2009.0,4.99,3.64,0.38,1.6,94.0,67.0,2073.0,10.6
1953,2001.0,1.03,0.02,0.0,0.0,87.0,21.0,639.0,1.06
1427,2002.0,0.67,0.52,0.0,0.17,73.0,20.0,36.0,1.36
1543,2003.0,0.63,0.49,0.0,0.16,76.0,47.0,136.0,1.28
4684,2006.0,0.2,0.16,0.0,0.05,52.0,44.0,20.0,0.41
7793,2010.0,0.16,0.02,0.0,0.02,57.0,11.0,6.0,0.19
4496,2012.0,0.28,0.11,0.01,0.03,77.0,32.0,93.0,0.43
12097,2007.0,0.01,0.04,0.0,0.01,78.0,20.0,29.0,0.07
8262,2001.0,0.1,0.07,0.0,0.01,73.0,7.0,6.0,0.17
3193,2010.0,0.23,0.09,0.27,0.04,60.0,45.0,64.0,0.63
6049,2014.0,0.15,0.11,0.0,0.02,76.0,13.0,348.0,0.29
9513,2011.0,0.03,0.02,0.07,0.01,77.0,8.0,10.0,0.13
8693,2009.0,0.11,0.03,0.0,0.01,62.0,24.0,14.0,0.16
11353,2010.0,0.02,0.05,0.0,0.01,82.0,27.0,86.0,0.08
14634,2005.0,0.02,0.01,0.0,0.0,48.0,9.0,5.0,0.03
94,2016.0,0.66,5.75,0.08,1.11,85.0,41.0,398.0,7.59
314,2015.0,2.49,0.66,0.03,0.69,87.0,51.0,364.0,3.88
814,2014.0,0.36,1.38,0.02,0.31,71.0,85.0,1571.0,2.07
1666,2015.0,0.72,0.37,0.01,0.11,71.0,27.0,299.0,1.21
9248,2010.0,0.1,0.02,0.0,0.01,78.0,17.0,211.0,0.14
1810,2008.0,0.31,0.58,0.02,0.22,79.0,66.0,362.0,1.13
3208,2006.0,0.11,0.03,0.15,0.34,93.0,69.0,327.0,0.63
5204,2009.0,0.3,0.03,0.0,0.03,49.0,16.0,14.0,0.36
15068,2003.0,0.0,0.02,0.0,0.0,72.0,15.0,55.0,0.02
319,2004.0,0.16,1.89,1.12,0.68,91.0,26.0,38.0,3.85
8884,2016.0,0.1,0.04,0.0,0.01,71.0,20.0,171.0,0.15
9832,2006.0,0.11,0.0,0.0,0.01,70.0,17.0,11.0,0.12
4929,2003.0,0.19,0.15,0.0,0.05,79.0,9.0,13.0,0.39
6703,2005.0,0.03,0.03,0.18,0.01,64.0,27.0,12.0,0.25
4812,2005.0,0.33,0.01,0.0,0.05,81.0,32.0,21.0,0.4
13378,2001.0,0.03,0.02,0.0,0.0,71.0,13.0,6.0,0.05
8258,2008.0,0.15,0.01,0.0,0.01,69.0,33.0,7.0,0.17
11400,2008.0,0.06,0.01,0.0,0.01,46.0,6.0,6.0,0.08
4557,2003.0,0.33,0.09,0.0,0.01,68.0,24.0,13.0,0.42
10447,2014.0,0.03,0.04,0.03,0.01,56.0,13.0,46.0,0.1
7241,2001.0,0.11,0.08,0.0,0.03,67.0,12.0,6.0,0.22
3927,2004.0,0.36,0.13,0.0,0.01,73.0,26.0,21.0,0.51
12714,2012.0,0.03,0.02,0.0,0.0,54.0,8.0,16.0,0.06
3748,2015.0,0.3,0.18,0.0,0.05,62.0,5.0,29.0,0.53
7820,2014.0,0.06,0.07,0.03,0.03,63.0,30.0,42.0,0.19
8664,2005.0,0.13,0.02,0.0,0.01,72.0,49.0,36.0,0.16
1206,2009.0,0.92,0.48,0.0,0.15,89.0,25.0,49.0,1.55
1201,2002.0,0.76,0.59,0.0,0.2,71.0,37.0,36.0,1.55
12406,2016.0,0.03,0.0,0.02,0.01,83.0,31.0,116.0,0.06
1092,2001.0,1.13,0.32,0.0,0.22,84.0,28.0,13.0,1.67
11716,2012.0,0.0,0.06,0.0,0.02,82.0,19.0,525.0,0.08
2341,2008.0,0.56,0.25,0.0,0.08,75.0,12.0,20.0,0.89
3712,2009.0,0.46,0.02,0.01,0.05,81.0,32.0,25.0,0.54
3096,2008.0,0.33,0.25,0.0,0.07,76.0,32.0,25.0,0.65
3152,2002.0,0.29,0.33,0.0,0.01,88.0,20.0,34.0,0.64
10084,2008.0,0.09,0.02,0.0,0.01,55.0,30.0,20.0,0.11
9272,2008.0,0.12,0.0,0.0,0.01,54.0,23.0,4.0,0.14
12965,2003.0,0.04,0.01,0.0,0.0,80.0,23.0,9.0,0.05
10164,2005.0,0.09,0.02,0.0,0.0,77.0,14.0,15.0,0.11
5467,2008.0,0.15,0.14,0.0,0.04,63.0,60.0,45.0,0.33
2325,2005.0,0.74,0.03,0.0,0.12,83.0,29.0,16.0,0.89
4556,2005.0,0.21,0.16,0.0,0.05,81.0,28.0,18.0,0.42
4540,2006.0,0.02,0.36,0.0,0.05,80.0,28.0,95.0,0.43
11091,2006.0,0.08,0.0,0.0,0.01,43.0,9.0,7.0,0.09
1270,2010.0,0.75,0.52,0.09,0.12,79.0,76.0,216.0,1.49
8824,2005.0,0.07,0.06,0.0,0.02,83.0,47.0,104.0,0.15
8756,2005.0,0.14,0.0,0.0,0.01,74.0,49.0,30.0,0.15
13291,1998.0,0.03,0.02,0.0,0.0,69.0,8.0,4.0,0.05
10755,2009.0,0.08,0.0,0.0,0.01,72.0,7.0,6.0,0.1
13306,2006.0,0.0,0.04,0.0,0.01,78.0,17.0,249.0,0.05
14482,2002.0,0.0,0.03,0.0,0.0,91.0,34.0,490.0,0.03
2009,2003.0,0.5,0.39,0.0,0.13,82.0,16.0,12.0,1.03
10157,2009.0,0.1,0.0,0.0,0.01,68.0,4.0,4.0,0.11
15237,2012.0,0.0,0.02,0.0,0.0,79.0,8.0,134.0,0.02
8597,2007.0,0.14,0.0,0.0,0.01,70.0,16.0,27.0,0.16
5218,2004.0,0.18,0.14,0.0,0.05,59.0,6.0,32.0,0.36
2021,2007.0,0.93,0.01,0.0,0.08,72.0,24.0,22.0,1.02
13017,2011.0,0.03,0.01,0.0,0.0,61.0,21.0,127.0,0.05
10173,2004.0,0.05,0.04,0.0,0.01,63.0,21.0,15.0,0.11
11236,2007.0,0.07,0.01,0.0,0.01,66.0,43.0,16.0,0.09
500,2001.0,0.99,0.32,1.38,0.2,85.0,30.0,16.0,2.89
7612,2006.0,0.18,0.0,0.0,0.02,68.0,24.0,5.0,0.2
5684,2009.0,0.15,0.03,0.1,0.03,82.0,39.0,68.0,0.32
12958,2003.0,0.04,0.01,0.0,0.0,71.0,14.0,8.0,0.05
11013,2001.0,0.04,0.03,0.0,0.01,71.0,20.0,8.0,0.09
147,2008.0,2.63,1.71,0.83,0.82,94.0,82.0,3558.0,5.99
10340,2010.0,0.1,0.0,0.0,0.01,62.0,22.0,9.0,0.11
4786,2016.0,0.15,0.15,0.03,0.06,85.0,23.0,672.0,0.4
7051,2008.0,0.18,0.03,0.0,0.02,59.0,17.0,4.0,0.23
11363,2014.0,0.05,0.02,0.0,0.01,66.0,11.0,67.0,0.08
2817,2001.0,0.36,0.28,0.0,0.09,64.0,17.0,13.0,0.73
15063,2006.0,0.0,0.02,0.0,0.0,82.0,46.0,565.0,0.02
7307,2005.0,0.2,0.0,0.0,0.02,57.0,25.0,14.0,0.21
9427,2004.0,0.06,0.05,0.0,0.02,57.0,27.0,14.0,0.13
12833,2004.0,0.04,0.01,0.0,0.0,68.0,25.0,5.0,0.06
196,2006.0,3.81,0.63,0.0,0.68,92.0,69.0,112.0,5.12
1338,2007.0,0.52,0.75,0.0,0.16,65.0,26.0,10.0,1.43
6290,2003.0,0.21,0.05,0.0,0.01,80.0,48.0,59.0,0.27
11385,2013.0,0.0,0.06,0.0,0.02,69.0,16.0,10.0,0.08
2982,2007.0,0.21,0.11,0.28,0.08,82.0,42.0,12.0,0.68
12318,2014.0,0.0,0.04,0.02,0.0,66.0,11.0,43.0,0.06
10012,2010.0,0.0,0.1,0.0,0.02,77.0,24.0,27.0,0.11
12361,2007.0,0.06,0.0,0.0,0.0,37.0,14.0,5.0,0.06
6340,2010.0,0.14,0.1,0.0,0.02,41.0,15.0,8.0,0.27
1490,2005.0,0.69,0.37,0.02,0.24,74.0,36.0,38.0,1.32
14005,2007.0,0.02,0.01,0.0,0.0,74.0,21.0,25.0,0.04
7224,2004.0,0.16,0.05,0.0,0.01,58.0,37.0,14.0,0.22
3211,2000.0,0.35,0.24,0.0,0.04,88.0,10.0,7.0,0.63
7237,2005.0,0.17,0.04,0.0,0.01,70.0,20.0,13.0,0.22
9178,2009.0,0.1,0.02,0.02,0.01,50.0,39.0,14.0,0.14
164,2011.0,2.71,1.85,0.11,0.81,96.0,42.0,2162.0,5.48
11572,2006.0,0.04,0.0,0.03,0.0,69.0,55.0,60.0,0.08
2022,2007.0,0.32,0.36,0.26,0.09,72.0,27.0,61.0,1.02
1604,2001.0,0.61,0.48,0.0,0.16,87.0,29.0,90.0,1.24
8314,2005.0,0.12,0.05,0.0,0.0,61.0,5.0,9.0,0.17
6652,2010.0,0.05,0.15,0.0,0.05,42.0,33.0,20.0,0.25
2987,2005.0,0.29,0.38,0.0,0.01,80.0,39.0,22.0,0.68
14474,2012.0,0.03,0.0,0.0,0.0,88.0,15.0,188.0,0.03
1995,2001.0,0.39,0.16,0.37,0.12,86.0,19.0,22.0,1.04
1496,2011.0,0.47,0.58,0.06,0.2,81.0,37.0,353.0,1.31
5399,2006.0,0.25,0.07,0.0,0.01,75.0,29.0,17.0,0.34
5129,2011.0,0.21,0.12,0.01,0.03,72.0,55.0,102.0,0.37
2056,2016.0,0.5,0.26,0.17,0.08,76.0,74.0,273.0,1.01
7858,2010.0,0.12,0.03,0.01,0.02,70.0,14.0,46.0,0.19
10072,2003.0,0.08,0.02,0.0,0.0,25.0,13.0,18.0,0.11
148,2006.0,1.88,0.0,2.33,1.74,92.0,64.0,972.0,5.95
3824,2006.0,0.46,0.01,0.02,0.04,41.0,15.0,21.0,0.52
2238,2012.0,0.42,0.41,0.0,0.1,89.0,38.0,2482.0,0.93
7675,2005.0,0.1,0.08,0.0,0.03,59.0,33.0,18.0,0.2
16377,2012.0,0.0,0.0,0.01,0.0,76.0,26.0,18.0,0.01
863,2013.0,0.73,0.92,0.03,0.3,80.0,53.0,667.0,1.98
7353,2005.0,0.19,0.0,0.0,0.02,84.0,31.0,55.0,0.21
9038,2015.0,0.03,0.11,0.0,0.01,74.0,50.0,529.0,0.14
5305,2013.0,0.19,0.1,0.0,0.06,59.0,21.0,145.0,0.35
5563,2010.0,0.25,0.04,0.0,0.03,75.0,25.0,4.0,0.32
6407,2006.0,0.24,0.0,0.01,0.02,63.0,24.0,10.0,0.27
5929,2003.0,0.22,0.06,0.0,0.01,48.0,6.0,8.0,0.3
3878,2010.0,0.13,0.07,0.27,0.05,71.0,56.0,113.0,0.51
3336,2007.0,0.5,0.02,0.0,0.08,72.0,7.0,9.0,0.6
1105,2012.0,0.9,0.61,0.0,0.15,79.0,59.0,114.0,1.66
387,2002.0,1.55,1.27,0.33,0.29,79.0,23.0,126.0,3.44
1007,2016.0,1.25,0.17,0.0,0.32,82.0,35.0,83.0,1.75
8608,2013.0,0.11,0.04,0.0,0.02,53.0,4.0,63.0,0.16
1303,2001.0,0.95,0.37,0.1,0.04,87.0,28.0,46.0,1.46
2820,2005.0,0.52,0.19,0.0,0.01,73.0,13.0,12.0,0.72
2441,2009.0,0.52,0.16,0.08,0.1,83.0,52.0,115.0,0.85
4480,2011.0,0.2,0.13,0.06,0.03,74.0,33.0,28.0,0.43
373,2014.0,2.27,0.9,0.0,0.33,72.0,59.0,1005.0,3.5
2433,2004.0,0.64,0.18,0.0,0.03,88.0,26.0,14.0,0.85
15324,2011.0,0.02,0.0,0.0,0.0,81.0,26.0,399.0,0.02
12742,2008.0,0.05,0.0,0.0,0.0,74.0,6.0,5.0,0.06
14529,2011.0,0.0,0.02,0.0,0.01,70.0,10.0,28.0,0.03
1086,2005.0,1.22,0.39,0.0,0.06,83.0,40.0,106.0,1.67
7686,2002.0,0.15,0.04,0.0,0.01,78.0,21.0,14.0,0.2
12679,2012.0,0.03,0.02,0.0,0.01,53.0,51.0,72.0,0.06
2228,2007.0,0.85,0.01,0.0,0.07,61.0,11.0,5.0,0.93
3621,2008.0,0.49,0.02,0.0,0.04,47.0,4.0,5.0,0.55
3779,2002.0,0.31,0.19,0.0,0.03,59.0,23.0,10.0,0.53
10095,2005.0,0.06,0.04,0.0,0.01,68.0,39.0,27.0,0.11
8051,2007.0,0.14,0.02,0.0,0.01,71.0,37.0,46.0,0.18
1866,2013.0,0.47,0.42,0.13,0.08,80.0,66.0,283.0,1.1
13836,2010.0,0.03,0.0,0.0,0.0,66.0,18.0,34.0,0.04
675,2011.0,1.73,0.43,0.02,0.17,73.0,33.0,67.0,2.35
2004,2012.0,0.55,0.32,0.03,0.13,86.0,30.0,92.0,1.03
8033,2001.0,0.1,0.07,0.0,0.01,84.0,15.0,17.0,0.18
6584,2006.0,0.01,0.2,0.0,0.04,94.0,54.0,2454.0,0.25
15254,2005.0,0.02,0.0,0.0,0.0,48.0,15.0,4.0,0.02
6882,2001.0,0.18,0.05,0.0,0.01,59.0,15.0,5.0,0.24
6492,2002.0,0.13,0.1,0.0,0.03,59.0,14.0,17.0,0.26
16163,2002.0,0.0,0.01,0.0,0.0,86.0,27.0,98.0,0.01
3384,2009.0,0.38,0.14,0.0,0.07,44.0,29.0,31.0,0.59
4638,2010.0,0.19,0.16,0.03,0.04,84.0,70.0,182.0,0.42
9736,2005.0,0.11,0.0,0.0,0.01,66.0,9.0,12.0,0.12
8094,2014.0,0.05,0.09,0.01,0.03,75.0,35.0,62.0,0.18
380,2013.0,2.15,1.01,0.02,0.31,79.0,21.0,542.0,3.48
5990,2016.0,0.0,0.22,0.04,0.04,72.0,7.0,8.0,0.29
3853,2007.0,0.22,0.15,0.04,0.1,78.0,40.0,107.0,0.52
15618,2007.0,0.02,0.0,0.0,0.0,79.0,15.0,63.0,0.02
533,2001.0,2.19,0.22,0.0,0.38,89.0,22.0,39.0,2.79
15620,2015.0,0.0,0.02,0.0,0.0,65.0,5.0,21.0,0.02
8072,2008.0,0.09,0.08,0.0,0.02,39.0,10.0,34.0,0.18
6155,2007.0,0.14,0.11,0.0,0.04,70.0,24.0,12.0,0.28
9437,2004.0,0.06,0.05,0.0,0.02,54.0,9.0,17.0,0.13
7235,2011.0,0.13,0.06,0.0,0.03,49.0,33.0,28.0,0.22
11668,2009.0,0.05,0.02,0.0,0.01,55.0,38.0,13.0,0.08
4856,2004.0,0.19,0.15,0.0,0.05,66.0,44.0,20.0,0.39
565,2010.0,1.63,0.51,0.35,0.18,79.0,51.0,18.0,2.67
11133,2004.0,0.07,0.02,0.0,0.0,90.0,25.0,11.0,0.09
2134,2000.0,0.54,0.37,0.0,0.06,86.0,16.0,44.0,0.97
1282,2011.0,0.64,0.57,0.05,0.22,83.0,91.0,543.0,1.48
10414,2010.0,0.05,0.04,0.0,0.01,75.0,30.0,31.0,0.1
9278,2003.0,0.1,0.03,0.0,0.0,74.0,26.0,7.0,0.14
5152,2006.0,0.33,0.0,0.0,0.03,81.0,19.0,14.0,0.37
11991,2011.0,0.01,0.04,0.0,0.01,67.0,25.0,103.0,0.07
7048,2003.0,0.11,0.09,0.0,0.03,55.0,18.0,4.0,0.23
1347,2008.0,0.75,0.46,0.01,0.2,94.0,51.0,881.0,1.42
6937,2009.0,0.11,0.1,0.0,0.02,74.0,29.0,14.0,0.24
3557,2014.0,0.22,0.3,0.0,0.04,86.0,29.0,1727.0,0.56
2664,2001.0,0.38,0.29,0.0,0.1,84.0,33.0,16.0,0.77
14787,2003.0,0.02,0.01,0.0,0.0,78.0,33.0,13.0,0.03
10135,2008.0,0.1,0.0,0.0,0.01,26.0,4.0,8.0,0.11
10480,2002.0,0.05,0.04,0.0,0.01,78.0,17.0,10.0,0.1
4209,2015.0,0.09,0.22,0.1,0.06,74.0,34.0,118.0,0.46
2278,2000.0,0.02,0.8,0.02,0.07,90.0,13.0,31.0,0.91
7685,2004.0,0.15,0.04,0.0,0.01,42.0,8.0,9.0,0.2
10601,2008.0,0.06,0.0,0.03,0.01,41.0,19.0,37.0,0.1
6925,2013.0,0.07,0.15,0.0,0.02,80.0,23.0,113.0,0.24
2613,2014.0,0.36,0.29,0.0,0.13,55.0,5.0,57.0,0.78
9609,2006.0,0.11,0.01,0.0,0.01,61.0,40.0,19.0,0.13
9492,2006.0,0.1,0.03,0.0,0.0,76.0,17.0,5.0,0.13
11472,2012.0,0.04,0.02,0.02,0.01,64.0,18.0,31.0,0.08
12264,2006.0,0.03,0.02,0.0,0.01,71.0,26.0,5.0,0.07
6843,2004.0,0.19,0.05,0.0,0.01,70.0,12.0,60.0,0.24
13060,2014.0,0.03,0.02,0.0,0.0,51.0,11.0,42.0,0.05
8550,2008.0,0.11,0.04,0.0,0.02,62.0,40.0,18.0,0.16
16536,2008.0,0.0,0.01,0.0,0.0,55.0,19.0,148.0,0.01
1334,2010.0,0.95,0.37,0.0,0.11,61.0,59.0,180.0,1.43
1485,2012.0,0.53,0.48,0.06,0.24,70.0,71.0,318.0,1.32
15165,2008.0,0.02,0.0,0.0,0.0,62.0,12.0,5.0,0.02
8416,2012.0,0.05,0.09,0.0,0.03,72.0,20.0,29.0,0.17
11142,2001.0,0.05,0.03,0.0,0.01,63.0,7.0,6.0,0.09
209,2007.0,3.05,1.17,0.29,0.46,68.0,34.0,47.0,4.98
12306,2003.0,0.05,0.01,0.0,0.0,49.0,5.0,4.0,0.06
3290,2009.0,0.18,0.27,0.0,0.15,71.0,47.0,28.0,0.61
13467,2007.0,0.0,0.04,0.0,0.01,86.0,44.0,263.0,0.05
12937,2011.0,0.0,0.04,0.0,0.01,57.0,4.0,30.0,0.05
1887,2010.0,0.44,0.46,0.01,0.18,74.0,42.0,41.0,1.09
6714,2011.0,0.08,0.13,0.0,0.03,83.0,28.0,903.0,0.25
5206,2001.0,0.2,0.14,0.0,0.02,54.0,16.0,4.0,0.36
4821,2012.0,0.02,0.31,0.0,0.07,86.0,7.0,286.0,0.4
14390,2009.0,0.0,0.03,0.0,0.0,79.0,32.0,159.0,0.03
3587,2007.0,0.27,0.21,0.0,0.07,67.0,22.0,53.0,0.56
9428,2014.0,0.04,0.0,0.08,0.01,75.0,7.0,28.0,0.13
15841,2016.0,0.01,0.0,0.0,0.0,49.0,15.0,29.0,0.02
14312,2006.0,0.03,0.0,0.0,0.0,70.0,18.0,8.0,0.03
1687,2010.0,0.13,0.69,0.01,0.36,68.0,6.0,9.0,1.2
8447,2015.0,0.0,0.03,0.13,0.01,76.0,4.0,17.0,0.17
3791,2015.0,0.19,0.29,0.0,0.04,88.0,62.0,833.0,0.53
1032,2002.0,0.95,0.7,0.0,0.08,78.0,18.0,27.0,1.73
2464,2002.0,0.41,0.32,0.0,0.11,62.0,15.0,20.0,0.84
722,2001.0,1.29,0.83,0.0,0.11,74.0,16.0,13.0,2.23
14877,2006.0,0.0,0.02,0.0,0.0,84.0,30.0,104.0,0.03
10137,2002.0,0.09,0.02,0.0,0.0,68.0,20.0,27.0,0.11
10909,2005.0,0.05,0.04,0.0,0.01,86.0,33.0,61.0,0.09
1583,2013.0,0.56,0.41,0.09,0.19,76.0,26.0,278.0,1.25
13026,2005.0,0.03,0.02,0.0,0.01,72.0,30.0,18.0,0.05
7453,2005.0,0.1,0.08,0.0,0.03,78.0,54.0,23.0,0.21
826,2007.0,1.04,0.79,0.01,0.21,72.0,42.0,78.0,2.05
11829,2012.0,0.07,0.0,0.0,0.01,49.0,24.0,6.0,0.07
2177,2010.0,0.62,0.24,0.0,0.09,73.0,79.0,126.0,0.95
10885,1999.0,0.01,0.08,0.0,0.01,92.0,21.0,801.0,0.09
5869,2002.0,0.05,0.04,0.19,0.01,77.0,14.0,17.0,0.3
1409,2011.0,0.76,0.47,0.02,0.12,89.0,70.0,684.0,1.37
1876,2008.0,0.91,0.09,0.0,0.09,66.0,13.0,7.0,1.09
5545,2007.0,0.29,0.01,0.0,0.03,60.0,8.0,13.0,0.33
9134,2004.0,0.11,0.03,0.0,0.01,64.0,17.0,10.0,0.14
4807,2008.0,0.12,0.21,0.0,0.08,51.0,24.0,7.0,0.4
3814,2005.0,0.24,0.09,0.19,0.01,81.0,21.0,25.0,0.52
5334,2006.0,0.32,0.0,0.0,0.03,83.0,30.0,32.0,0.35
7347,2004.0,0.16,0.05,0.0,0.01,70.0,55.0,6.0,0.21
3531,2012.0,0.26,0.21,0.0,0.1,67.0,16.0,107.0,0.57
3711,2010.0,0.23,0.25,0.0,0.06,84.0,29.0,23.0,0.54
12522,2002.0,0.05,0.01,0.0,0.0,36.0,7.0,6.0,0.06
1185,2005.0,0.95,0.11,0.46,0.04,64.0,25.0,53.0,1.57
3535,2009.0,0.28,0.23,0.0,0.06,69.0,79.0,258.0,0.57
5584,2007.0,0.19,0.04,0.08,0.02,79.0,56.0,97.0,0.32
13366,2001.0,0.03,0.02,0.0,0.0,62.0,9.0,26.0,0.05
847,2013.0,1.25,0.58,0.0,0.19,81.0,5.0,480.0,2.02
5287,2016.0,0.11,0.13,0.07,0.05,66.0,45.0,49.0,0.35
5157,2009.0,0.16,0.12,0.06,0.03,67.0,41.0,63.0,0.36
2456,2004.0,0.65,0.17,0.0,0.02,63.0,27.0,7.0,0.84
199,2009.0,1.96,1.41,1.08,0.64,84.0,76.0,667.0,5.09
15267,2007.0,0.0,0.02,0.0,0.0,79.0,18.0,124.0,0.02
1665,2007.0,0.25,0.69,0.03,0.25,75.0,16.0,39.0,1.21
6891,2008.0,0.13,0.03,0.06,0.01,62.0,17.0,37.0,0.24
11665,2002.0,0.06,0.02,0.0,0.0,82.0,12.0,5.0,0.08
14018,2007.0,0.03,0.0,0.0,0.0,50.0,12.0,4.0,0.04
6351,2013.0,0.16,0.09,0.0,0.02,68.0,7.0,38.0,0.27
15604,2003.0,0.0,0.02,0.0,0.0,74.0,22.0,76.0,0.02
9525,2003.0,0.06,0.05,0.0,0.02,62.0,26.0,9.0,0.13
2840,2014.0,0.58,0.0,0.0,0.14,83.0,17.0,205.0,0.72
9938,2003.0,0.06,0.04,0.0,0.01,68.0,39.0,20.0,0.12
3744,2001.0,0.26,0.2,0.0,0.07,81.0,21.0,20.0,0.53
15697,2005.0,0.01,0.0,0.0,0.0,46.0,25.0,5.0,0.02
7190,2006.0,0.2,0.0,0.0,0.02,76.0,34.0,7.0,0.22
3259,2010.0,0.48,0.09,0.0,0.04,88.0,20.0,17.0,0.62
116,2012.0,4.05,2.16,0.0,0.55,74.0,10.0,28.0,6.76
10028,2009.0,0.08,0.0,0.03,0.01,50.0,17.0,9.0,0.11
8733,2001.0,0.12,0.03,0.0,0.0,83.0,21.0,14.0,0.15
9627,2005.0,0.09,0.03,0.0,0.0,69.0,17.0,11.0,0.13
4963,2003.0,0.07,0.05,0.25,0.02,82.0,42.0,83.0,0.38
2500,2011.0,0.55,0.2,0.0,0.08,70.0,16.0,442.0,0.82
3219,2009.0,0.43,0.14,0.0,0.06,79.0,53.0,125.0,0.63
5555,2010.0,0.15,0.15,0.0,0.03,41.0,11.0,12.0,0.32
5573,2011.0,0.2,0.1,0.0,0.03,66.0,17.0,8.0,0.32
2885,2008.0,0.65,0.0,0.0,0.06,68.0,8.0,4.0,0.71
8278,2013.0,0.07,0.08,0.0,0.02,69.0,14.0,45.0,0.17
3292,2003.0,0.3,0.23,0.0,0.08,81.0,29.0,12.0,0.61
16533,2007.0,0.0,0.0,0.01,0.0,55.0,13.0,11.0,0.01
2852,2011.0,0.11,0.5,0.01,0.09,84.0,61.0,54.0,0.72
4612,2004.0,0.32,0.08,0.0,0.01,81.0,32.0,17.0,0.42
4097,2003.0,0.24,0.18,0.0,0.06,81.0,26.0,19.0,0.48
