index,Year_of_Release,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Critic_Score,Critic_Count,User_Count,Global_Sales
376,2010.0,2.85,0.38,0.03,0.24,89.0,81.0,693.0,3.49
14631,2012.0,0.0,0.02,0.0,0.0,59.0,12.0,210.0,0.03
8036,2014.0,0.06,0.02,0.08,0.02,76.0,26.0,44.0,0.18
371,2008.0,2.66,0.49,0.05,0.3,89.0,67.0,1309.0,3.51
7828,2009.0,0.12,0.0,0.06,0.01,64.0,26.0,43.0,0.19
3428,2007.0,0.39,0.02,0.13,0.04,67.0,34.0,47.0,0.58
417,2015.0,0.89,2.12,0.0,0.24,84.0,45.0,459.0,3.25
1264,2010.0,0.8,0.49,0.0,0.21,63.0,41.0,121.0,1.5
4893,2011.0,0.36,0.01,0.0,0.03,49.0,18.0,16.0,0.39
3495,2013.0,0.33,0.19,0.0,0.05,75.0,18.0,203.0,0.57
3685,2013.0,0.01,0.42,0.03,0.09,77.0,22.0,40.0,0.54
11677,2008.0,0.07,0.0,0.0,0.01,83.0,38.0,27.0,0.08
6769,2012.0,0.03,0.17,0.0,0.04,79.0,26.0,1327.0,0.24
12823,2013.0,0.04,0.01,0.0,0.01,19.0,14.0,433.0,0.06
6109,2007.0,0.14,0.1,0.0,0.05,40.0,17.0,16.0,0.28
2035,2006.0,0.97,0.03,0.0,0.03,83.0,27.0,6.0,1.02
7405,2007.0,0.18,0.02,0.0,0.02,60.0,8.0,15.0,0.21
7857,2005.0,0.09,0.07,0.0,0.02,62.0,15.0,10.0,0.19
1330,2013.0,0.97,0.34,0.0,0.13,74.0,38.0,79.0,1.44
6040,2007.0,0.23,0.0,0.04,0.02,83.0,12.0,45.0,0.29
2519,2008.0,0.34,0.04,0.36,0.08,90.0,47.0,634.0,0.82
2962,2011.0,0.28,0.32,0.0,0.09,77.0,56.0,173.0,0.69
15973,2006.0,0.0,0.01,0.0,0.0,56.0,25.0,35.0,0.02
12079,2000.0,0.03,0.03,0.0,0.01,72.0,12.0,4.0,0.07
11200,2007.0,0.04,0.03,0.0,0.01,50.0,11.0,9.0,0.09
6894,2010.0,0.12,0.09,0.0,0.02,75.0,13.0,15.0,0.24
7217,2007.0,0.2,0.0,0.0,0.02,56.0,31.0,5.0,0.22
9855,2015.0,0.08,0.02,0.01,0.01,45.0,31.0,81.0,0.12
5794,2002.0,0.15,0.12,0.0,0.04,73.0,34.0,11.0,0.31
14689,2006.0,0.03,0.0,0.0,0.0,81.0,16.0,6.0,0.03
9485,2012.0,0.08,0.01,0.03,0.01,83.0,21.0,60.0,0.13
2295,2005.0,0.75,0.03,0.0,0.12,90.0,52.0,114.0,0.9
1958,2008.0,0.65,0.3,0.01,0.1,72.0,69.0,152.0,1.06
11261,2009.0,0.07,0.0,0.0,0.01,62.0,12.0,11.0,0.09
12089,2004.0,0.05,0.02,0.0,0.0,75.0,21.0,7.0,0.07
10245,2009.0,0.0,0.09,0.0,0.02,85.0,47.0,526.0,0.11
7367,2010.0,0.05,0.12,0.0,0.04,73.0,4.0,4.0,0.21
498,2003.0,0.08,1.24,1.13,0.45,93.0,28.0,45.0,2.9
10955,2003.0,0.07,0.02,0.0,0.0,77.0,18.0,8.0,0.09
1833,2010.0,0.63,0.36,0.02,0.1,70.0,91.0,202.0,1.12
14110,2003.0,0.0,0.03,0.0,0.0,80.0,19.0,57.0,0.04
14668,2002.0,0.02,0.01,0.0,0.0,44.0,14.0,5.0,0.03
13339,2004.0,0.02,0.02,0.0,0.01,60.0,4.0,6.0,0.05
3131,2008.0,0.27,0.31,0.0,0.07,54.0,12.0,29.0,0.64
5609,2016.0,0.13,0.16,0.0,0.03,88.0,62.0,535.0,0.32
13899,2006.0,0.03,0.01,0.0,0.0,73.0,42.0,24.0,0.04
7643,2000.0,0.0,0.0,0.2,0.0,90.0,17.0,57.0,0.2
3684,2013.0,0.28,0.17,0.0,0.09,80.0,22.0,79.0,0.54
13813,2003.0,0.01,0.02,0.0,0.01,89.0,30.0,274.0,0.04
10335,2014.0,0.09,0.0,0.0,0.02,67.0,7.0,20.0,0.11
3476,2000.0,0.32,0.22,0.0,0.04,77.0,14.0,32.0,0.58
11629,2003.0,0.06,0.02,0.0,0.0,71.0,24.0,13.0,0.08
10945,2004.0,0.07,0.02,0.0,0.0,58.0,10.0,4.0,0.09
11556,2013.0,0.04,0.03,0.0,0.01,49.0,7.0,13.0,0.08
14828,2006.0,0.01,0.01,0.0,0.0,62.0,13.0,11.0,0.03
141,2010.0,3.92,1.73,0.03,0.51,73.0,51.0,95.0,6.19
3015,2006.0,0.54,0.03,0.04,0.05,63.0,54.0,121.0,0.67
13591,2003.0,0.03,0.01,0.0,0.0,74.0,11.0,6.0,0.04
759,2010.0,1.28,0.67,0.01,0.21,82.0,54.0,539.0,2.16
13173,2012.0,0.0,0.05,0.0,0.0,77.0,6.0,6.0,0.05
3168,2015.0,0.37,0.2,0.0,0.06,74.0,31.0,336.0,0.64
4526,2012.0,0.16,0.22,0.0,0.05,87.0,30.0,2202.0,0.43
16338,2006.0,0.01,0.0,0.0,0.0,82.0,22.0,52.0,0.01
4397,2008.0,0.37,0.03,0.02,0.03,80.0,26.0,21.0,0.44
10401,2008.0,0.1,0.0,0.0,0.01,79.0,29.0,11.0,0.11
12319,2002.0,0.05,0.01,0.0,0.0,85.0,20.0,7.0,0.06
706,2001.0,0.9,0.73,0.54,0.09,88.0,17.0,42.0,2.26
3777,2005.0,0.32,0.19,0.0,0.02,72.0,42.0,15.0,0.53
733,2015.0,0.55,1.19,0.14,0.33,73.0,40.0,480.0,2.21
1113,2006.0,0.76,0.69,0.02,0.18,77.0,52.0,82.0,1.65
4356,2010.0,0.21,0.2,0.0,0.04,38.0,42.0,46.0,0.45
4170,2008.0,0.16,0.25,0.01,0.05,82.0,64.0,61.0,0.47
4228,2001.0,0.13,0.1,0.2,0.03,71.0,15.0,22.0,0.46
915,2013.0,1.15,0.56,0.0,0.17,74.0,46.0,685.0,1.88
902,2004.0,0.94,0.73,0.0,0.25,80.0,18.0,46.0,1.92
1705,2006.0,0.38,0.35,0.38,0.08,87.0,54.0,147.0,1.18
6815,2009.0,0.21,0.0,0.01,0.02,64.0,4.0,10.0,0.24
11638,2008.0,0.06,0.01,0.0,0.01,75.0,38.0,12.0,0.08
7785,2003.0,0.14,0.04,0.0,0.01,74.0,30.0,21.0,0.19
13597,2007.0,0.04,0.0,0.0,0.0,67.0,9.0,9.0,0.04
12530,2005.0,0.0,0.05,0.0,0.01,86.0,64.0,626.0,0.06
2720,2015.0,0.41,0.26,0.01,0.07,95.0,10.0,900.0,0.75
1897,2009.0,0.01,0.97,0.0,0.1,90.0,62.0,2981.0,1.08
5454,2006.0,0.3,0.01,0.0,0.03,64.0,9.0,7.0,0.33
3039,2003.0,0.32,0.25,0.0,0.08,61.0,21.0,9.0,0.66
7746,2010.0,0.1,0.04,0.04,0.02,72.0,38.0,38.0,0.19
4197,2011.0,0.28,0.13,0.01,0.04,54.0,56.0,44.0,0.47
5241,2012.0,0.2,0.12,0.0,0.03,31.0,13.0,18.0,0.36
13704,2008.0,0.04,0.0,0.0,0.0,42.0,14.0,13.0,0.04
6633,2011.0,0.1,0.13,0.0,0.03,76.0,14.0,44.0,0.25
3066,2003.0,0.43,0.2,0.0,0.03,81.0,30.0,15.0,0.66
589,2009.0,1.7,0.44,0.06,0.4,91.0,50.0,529.0,2.6
15044,2002.0,0.02,0.01,0.0,0.0,48.0,4.0,4.0,0.02
3813,2003.0,0.26,0.2,0.0,0.07,66.0,21.0,23.0,0.53
13805,2003.0,0.03,0.01,0.0,0.0,47.0,5.0,6.0,0.04
11060,2015.0,0.0,0.01,0.08,0.0,58.0,16.0,69.0,0.09
2961,2003.0,0.53,0.14,0.0,0.02,84.0,23.0,21.0,0.69
9669,2016.0,0.04,0.08,0.0,0.01,86.0,17.0,60.0,0.12
2024,2016.0,0.86,0.06,0.0,0.11,90.0,17.0,91.0,1.02
222,2007.0,2.83,1.48,0.0,0.45,80.0,9.0,46.0,4.76
4838,2001.0,0.35,0.03,0.0,0.02,76.0,15.0,6.0,0.4
1556,2008.0,1.0,0.16,0.0,0.11,84.0,32.0,44.0,1.27
2391,2011.0,0.62,0.18,0.0,0.07,63.0,31.0,29.0,0.87
7262,2009.0,0.08,0.12,0.0,0.02,72.0,45.0,36.0,0.22
11137,2011.0,0.0,0.0,0.09,0.0,73.0,6.0,27.0,0.09
5883,2000.0,0.15,0.11,0.0,0.04,90.0,16.0,42.0,0.3
14858,2011.0,0.0,0.02,0.0,0.01,74.0,44.0,602.0,0.03
11228,2010.0,0.08,0.0,0.0,0.01,56.0,7.0,5.0,0.09
13043,2002.0,0.03,0.02,0.0,0.01,70.0,14.0,5.0,0.05
12283,2004.0,0.05,0.01,0.0,0.0,62.0,29.0,5.0,0.06
7963,2010.0,0.09,0.08,0.0,0.02,63.0,25.0,307.0,0.19
914,2008.0,1.56,0.14,0.0,0.18,85.0,38.0,132.0,1.88
16008,2007.0,0.01,0.0,0.0,0.0,84.0,55.0,231.0,0.02
5622,2012.0,0.15,0.1,0.03,0.04,70.0,33.0,136.0,0.32
9040,2004.0,0.07,0.05,0.0,0.02,81.0,40.0,22.0,0.14
1316,2003.0,0.54,0.35,0.46,0.1,71.0,40.0,94.0,1.45
12621,2002.0,0.04,0.02,0.0,0.0,80.0,17.0,10.0,0.06
8130,2011.0,0.06,0.09,0.0,0.03,70.0,38.0,547.0,0.18
5348,2013.0,0.22,0.09,0.01,0.03,69.0,6.0,256.0,0.34
5598,2007.0,0.14,0.02,0.15,0.02,73.0,52.0,40.0,0.32
3245,2004.0,0.3,0.24,0.0,0.08,48.0,14.0,4.0,0.62
4109,2013.0,0.3,0.14,0.0,0.04,82.0,46.0,358.0,0.48
1394,2008.0,0.43,0.69,0.01,0.26,85.0,49.0,241.0,1.38
246,2005.0,2.71,1.29,0.02,0.43,94.0,75.0,997.0,4.45
6970,2002.0,0.17,0.05,0.0,0.01,85.0,20.0,6.0,0.23
13228,2016.0,0.02,0.0,0.02,0.0,78.0,22.0,41.0,0.05
16490,2016.0,0.01,0.0,0.0,0.0,42.0,9.0,7.0,0.01
2188,2011.0,0.48,0.27,0.13,0.06,81.0,65.0,231.0,0.94
1799,2001.0,0.12,0.1,0.88,0.03,73.0,15.0,32.0,1.14
3938,2006.0,0.42,0.02,0.0,0.07,55.0,41.0,25.0,0.5
16169,2006.0,0.0,0.01,0.0,0.0,58.0,6.0,31.0,0.01
2845,2009.0,0.62,0.04,0.0,0.06,77.0,23.0,24.0,0.72
14436,2006.0,0.03,0.0,0.0,0.0,58.0,17.0,7.0,0.03
1838,2007.0,0.92,0.04,0.0,0.15,69.0,50.0,31.0,1.11
10538,2009.0,0.09,0.0,0.0,0.01,56.0,14.0,4.0,0.1
6830,2001.0,0.18,0.05,0.0,0.01,52.0,26.0,14.0,0.24
14385,2005.0,0.02,0.01,0.0,0.0,62.0,21.0,6.0,0.03
3365,2016.0,0.17,0.34,0.0,0.09,69.0,50.0,88.0,0.6
15156,2008.0,0.0,0.02,0.0,0.0,45.0,11.0,45.0,0.02
5753,2015.0,0.17,0.08,0.0,0.05,81.0,51.0,29.0,0.31
6566,2002.0,0.19,0.06,0.0,0.01,79.0,15.0,7.0,0.26
8057,2008.0,0.16,0.01,0.0,0.01,72.0,37.0,33.0,0.18
5616,2011.0,0.06,0.14,0.07,0.05,67.0,36.0,18.0,0.32
9403,2009.0,0.12,0.0,0.01,0.01,76.0,12.0,15.0,0.13
3250,2016.0,0.28,0.29,0.0,0.05,67.0,20.0,274.0,0.62
5730,2013.0,0.19,0.09,0.0,0.03,68.0,5.0,127.0,0.31
2226,2007.0,0.77,0.03,0.0,0.13,83.0,25.0,19.0,0.93
4766,2010.0,0.36,0.02,0.0,0.02,79.0,43.0,20.0,0.4
2007,2005.0,0.7,0.05,0.21,0.07,75.0,48.0,33.0,1.03
16090,2013.0,0.0,0.01,0.0,0.0,62.0,24.0,169.0,0.01
1065,2001.0,0.87,0.66,0.08,0.08,64.0,8.0,7.0,1.69
88,1999.0,2.28,1.72,3.63,0.23,90.0,24.0,644.0,7.86
12275,2015.0,0.0,0.06,0.0,0.01,72.0,14.0,23.0,0.07
9394,2002.0,0.1,0.03,0.0,0.0,44.0,19.0,11.0,0.13
11254,2004.0,0.04,0.03,0.0,0.01,54.0,29.0,7.0,0.09
2190,2003.0,0.46,0.36,0.0,0.12,79.0,45.0,74.0,0.94
8218,2001.0,0.09,0.07,0.0,0.02,49.0,12.0,6.0,0.17
5438,2008.0,0.29,0.02,0.0,0.03,88.0,25.0,41.0,0.33
341,2002.0,2.13,1.18,0.01,0.35,94.0,27.0,128.0,3.67
11485,2003.0,0.04,0.03,0.0,0.01,79.0,16.0,10.0,0.08
10737,2014.0,0.05,0.02,0.02,0.01,53.0,31.0,79.0,0.1
3733,2013.0,0.4,0.09,0.0,0.05,81.0,30.0,92.0,0.54
7996,2003.0,0.14,0.04,0.0,0.01,73.0,43.0,17.0,0.18
9777,2001.0,0.09,0.03,0.0,0.0,65.0,24.0,7.0,0.12
1948,2016.0,0.63,0.33,0.0,0.1,91.0,18.0,668.0,1.06
6647,2007.0,0.22,0.01,0.0,0.02,85.0,44.0,44.0,0.25
3561,2008.0,0.34,0.17,0.0,0.05,64.0,11.0,19.0,0.56
16317,2016.0,0.01,0.0,0.0,0.0,56.0,4.0,14.0,0.01
407,2005.0,1.47,1.39,0.03,0.43,60.0,34.0,82.0,3.32
3693,2005.0,0.27,0.21,0.0,0.07,66.0,21.0,49.0,0.54
1085,2000.0,1.58,0.05,0.0,0.04,90.0,14.0,4.0,1.67
2670,2005.0,0.71,0.0,0.0,0.06,79.0,45.0,38.0,0.77
5519,2012.0,0.14,0.15,0.0,0.04,55.0,30.0,599.0,0.33
2697,2011.0,0.3,0.37,0.03,0.07,52.0,29.0,31.0,0.76
6536,2012.0,0.06,0.04,0.14,0.02,70.0,17.0,120.0,0.26
551,2007.0,1.21,1.19,0.04,0.29,69.0,44.0,174.0,2.73
1531,2010.0,0.69,0.47,0.01,0.12,79.0,26.0,66.0,1.29
4222,2010.0,0.0,0.29,0.0,0.17,74.0,25.0,51.0,0.46
3820,2007.0,0.17,0.26,0.0,0.1,76.0,18.0,12.0,0.52
14570,2013.0,0.0,0.03,0.0,0.0,72.0,18.0,48.0,0.03
2311,2002.0,0.65,0.22,0.0,0.03,71.0,16.0,15.0,0.9
2503,2002.0,0.58,0.22,0.0,0.03,78.0,30.0,25.0,0.82
5372,2010.0,0.23,0.09,0.0,0.03,75.0,28.0,23.0,0.34
12115,2006.0,0.04,0.02,0.0,0.01,58.0,15.0,7.0,0.07
101,2011.0,4.46,2.11,0.06,0.69,84.0,57.0,2142.0,7.32
465,2008.0,1.94,0.79,0.02,0.28,81.0,75.0,307.0,3.03
9287,2005.0,0.12,0.0,0.0,0.01,65.0,17.0,17.0,0.14
8711,2007.0,0.14,0.0,0.0,0.01,73.0,23.0,21.0,0.15
9727,1998.0,0.07,0.05,0.0,0.01,79.0,6.0,6.0,0.12
553,2002.0,1.75,0.52,0.33,0.1,95.0,30.0,314.0,2.7
7177,2008.0,0.19,0.01,0.0,0.02,61.0,15.0,7.0,0.22
5183,2009.0,0.12,0.02,0.21,0.01,73.0,21.0,24.0,0.36
16313,2007.0,0.0,0.01,0.0,0.0,72.0,13.0,24.0,0.01
1756,2010.0,0.54,0.5,0.0,0.12,45.0,39.0,89.0,1.16
3007,2002.0,0.22,0.17,0.23,0.06,74.0,23.0,33.0,0.67
8410,2002.0,0.1,0.02,0.04,0.0,72.0,22.0,15.0,0.17
2406,2000.0,0.3,0.2,0.3,0.06,92.0,19.0,129.0,0.87
1739,2004.0,0.68,0.25,0.21,0.02,81.0,43.0,31.0,1.17
461,2008.0,1.91,0.84,0.0,0.29,75.0,42.0,32.0,3.04
14272,2011.0,0.0,0.03,0.0,0.01,63.0,12.0,27.0,0.03
10543,2002.0,0.08,0.02,0.0,0.0,70.0,13.0,7.0,0.1
11053,2005.0,0.04,0.03,0.0,0.01,71.0,15.0,19.0,0.09
3759,2004.0,0.26,0.2,0.0,0.07,58.0,24.0,21.0,0.53
6378,2014.0,0.15,0.09,0.0,0.02,69.0,16.0,32.0,0.27
13939,2009.0,0.02,0.02,0.0,0.0,72.0,21.0,16.0,0.04
11777,2002.0,0.04,0.03,0.0,0.01,74.0,24.0,12.0,0.07
14316,2006.0,0.03,0.0,0.0,0.0,69.0,18.0,7.0,0.03
2868,2007.0,0.0,0.69,0.0,0.02,91.0,56.0,1970.0,0.71
13579,2009.0,0.0,0.03,0.0,0.01,70.0,23.0,125.0,0.04
11416,2004.0,0.06,0.02,0.0,0.0,75.0,4.0,5.0,0.08
11176,2005.0,0.07,0.02,0.0,0.0,55.0,4.0,19.0,0.09
2239,2003.0,0.45,0.35,0.0,0.12,59.0,29.0,31.0,0.92
3072,2002.0,0.47,0.17,0.0,0.01,71.0,7.0,5.0,0.66
5648,2014.0,0.09,0.16,0.02,0.05,59.0,60.0,310.0,0.32
12598,2002.0,0.04,0.02,0.0,0.0,67.0,14.0,10.0,0.06
8351,2008.0,0.13,0.02,0.0,0.02,47.0,23.0,10.0,0.17
3848,2014.0,0.18,0.24,0.02,0.08,68.0,45.0,425.0,0.52
5877,2003.0,0.21,0.08,0.0,0.01,48.0,14.0,8.0,0.3
11582,2014.0,0.03,0.01,0.02,0.02,72.0,28.0,35.0,0.08
3742,2008.0,0.48,0.01,0.0,0.04,46.0,7.0,7.0,0.53
9537,2014.0,0.02,0.02,0.07,0.01,67.0,19.0,61.0,0.13
10891,2007.0,0.01,0.06,0.0,0.02,72.0,32.0,216.0,0.09
2105,2007.0,0.38,0.5,0.0,0.11,59.0,13.0,18.0,0.98
11273,2000.0,0.04,0.03,0.0,0.01,48.0,16.0,39.0,0.08
10416,2013.0,0.05,0.0,0.04,0.02,59.0,13.0,72.0,0.1
9774,2011.0,0.07,0.04,0.0,0.02,50.0,4.0,4.0,0.12
1459,2006.0,1.22,0.05,0.05,0.01,74.0,26.0,60.0,1.34
4118,2001.0,0.34,0.13,0.0,0.01,50.0,5.0,6.0,0.48
6174,2002.0,0.14,0.11,0.0,0.04,76.0,22.0,15.0,0.28
7652,2008.0,0.18,0.0,0.01,0.01,71.0,7.0,35.0,0.2
4671,2005.0,0.26,0.13,0.0,0.02,74.0,39.0,28.0,0.41
6770,2015.0,0.16,0.01,0.05,0.02,79.0,32.0,82.0,0.24
11997,2014.0,0.0,0.04,0.02,0.01,83.0,14.0,108.0,0.07
5592,2007.0,0.3,0.0,0.0,0.02,74.0,26.0,5.0,0.32
6899,2007.0,0.03,0.14,0.0,0.07,57.0,28.0,18.0,0.24
9481,2010.0,0.09,0.03,0.0,0.01,42.0,14.0,18.0,0.13
9556,2006.0,0.11,0.01,0.0,0.01,61.0,31.0,7.0,0.13
14729,2009.0,0.01,0.01,0.0,0.0,63.0,8.0,5.0,0.03
9560,2012.0,0.08,0.02,0.02,0.01,38.0,58.0,92.0,0.13
9550,2004.0,0.1,0.03,0.0,0.0,48.0,20.0,8.0,0.13
3188,2005.0,0.53,0.02,0.0,0.09,78.0,18.0,18.0,0.63
10592,2013.0,0.09,0.0,0.0,0.01,68.0,7.0,20.0,0.1
4843,2003.0,0.19,0.15,0.0,0.05,73.0,39.0,22.0,0.4
1825,2005.0,0.66,0.4,0.0,0.05,78.0,46.0,27.0,1.12
2619,2006.0,0.67,0.04,0.01,0.06,85.0,59.0,148.0,0.78
11034,2008.0,0.08,0.01,0.0,0.01,69.0,11.0,4.0,0.09
1758,2008.0,0.0,1.14,0.0,0.01,83.0,29.0,30.0,1.15
10336,2009.0,0.09,0.01,0.0,0.01,53.0,8.0,4.0,0.11
12314,2014.0,0.0,0.0,0.06,0.0,70.0,9.0,14.0,0.06
7413,2008.0,0.06,0.14,0.0,0.01,63.0,17.0,6.0,0.21
15172,2010.0,0.0,0.02,0.0,0.0,66.0,34.0,694.0,0.02
2055,2012.0,0.52,0.36,0.05,0.08,77.0,70.0,758.0,1.01
452,2001.0,2.5,0.16,0.01,0.42,94.0,23.0,46.0,3.08
5059,2004.0,0.29,0.08,0.0,0.01,67.0,22.0,8.0,0.38
1026,2015.0,0.61,0.78,0.06,0.27,63.0,94.0,3172.0,1.74
8853,2002.0,0.12,0.03,0.0,0.0,83.0,16.0,6.0,0.15
1375,2002.0,1.07,0.28,0.0,0.05,79.0,29.0,11.0,1.4
13589,2015.0,0.01,0.0,0.03,0.0,82.0,18.0,86.0,0.04
13473,2001.0,0.0,0.04,0.0,0.01,84.0,16.0,21.0,0.05
10605,2007.0,0.05,0.04,0.0,0.01,65.0,11.0,4.0,0.1
13175,2006.0,0.05,0.0,0.0,0.0,60.0,25.0,9.0,0.05
14230,2007.0,0.0,0.0,0.03,0.0,32.0,7.0,4.0,0.03
1723,2008.0,0.4,0.48,0.0,0.29,76.0,8.0,11.0,1.17
4457,2010.0,0.26,0.12,0.0,0.05,74.0,57.0,96.0,0.44
8008,2005.0,0.14,0.04,0.0,0.01,51.0,27.0,6.0,0.18
10998,2007.0,0.08,0.0,0.0,0.01,44.0,4.0,7.0,0.09
9799,2016.0,0.0,0.11,0.0,0.01,86.0,45.0,915.0,0.12
1544,2006.0,0.45,0.66,0.02,0.15,67.0,21.0,26.0,1.28
4881,2010.0,0.13,0.2,0.0,0.07,38.0,27.0,23.0,0.39
230,2008.0,1.82,1.12,1.32,0.36,73.0,50.0,119.0,4.62
3599,2002.0,0.39,0.15,0.0,0.02,71.0,36.0,41.0,0.56
3180,2001.0,0.41,0.19,0.0,0.03,78.0,24.0,5.0,0.63
7266,2011.0,0.12,0.07,0.0,0.03,80.0,24.0,1428.0,0.22
3109,2003.0,0.19,0.15,0.26,0.05,63.0,55.0,88.0,0.65
9200,2003.0,0.08,0.03,0.03,0.0,51.0,28.0,22.0,0.14
7884,2008.0,0.06,0.02,0.1,0.01,62.0,22.0,31.0,0.19
5113,2010.0,0.09,0.18,0.01,0.1,65.0,10.0,14.0,0.37
14831,2007.0,0.01,0.01,0.0,0.0,59.0,9.0,20.0,0.03
4750,2011.0,0.3,0.08,0.0,0.03,66.0,11.0,4.0,0.41
6463,2011.0,0.06,0.15,0.0,0.05,59.0,27.0,13.0,0.26
8544,2005.0,0.12,0.03,0.0,0.0,67.0,7.0,7.0,0.16
6934,2009.0,0.16,0.05,0.0,0.02,65.0,70.0,57.0,0.24
12231,2003.0,0.05,0.01,0.0,0.0,69.0,23.0,19.0,0.07
3414,2004.0,0.31,0.22,0.0,0.06,60.0,38.0,13.0,0.59
9375,2016.0,0.09,0.03,0.0,0.01,85.0,4.0,123.0,0.13
2975,2008.0,0.25,0.2,0.18,0.06,66.0,49.0,122.0,0.68
165,2014.0,2.81,2.19,0.0,0.47,97.0,14.0,764.0,5.48
6029,2012.0,0.06,0.2,0.0,0.03,68.0,4.0,16.0,0.29
8545,2007.0,0.14,0.01,0.0,0.01,51.0,18.0,17.0,0.16
2230,2009.0,0.36,0.45,0.02,0.1,77.0,47.0,112.0,0.93
3888,2007.0,0.36,0.03,0.08,0.04,53.0,55.0,229.0,0.51
851,2014.0,0.73,0.88,0.08,0.32,89.0,43.0,1984.0,2.01
11888,2007.0,0.0,0.0,0.07,0.0,69.0,10.0,8.0,0.07
479,2001.0,1.36,0.86,0.64,0.13,94.0,37.0,466.0,2.99
11598,2008.0,0.06,0.02,0.0,0.01,64.0,26.0,13.0,0.08
8748,2012.0,0.08,0.02,0.04,0.01,71.0,13.0,19.0,0.15
15190,2008.0,0.0,0.02,0.0,0.0,79.0,22.0,130.0,0.02
1801,2016.0,0.41,0.45,0.11,0.17,79.0,60.0,201.0,1.14
2019,2007.0,0.32,0.59,0.01,0.11,65.0,13.0,26.0,1.02
192,2012.0,2.44,2.16,0.0,0.54,88.0,86.0,9629.0,5.14
3538,2011.0,0.37,0.14,0.0,0.05,66.0,31.0,13.0,0.57
3854,2005.0,0.38,0.12,0.0,0.02,79.0,55.0,29.0,0.52
1221,2012.0,0.18,0.63,0.49,0.24,82.0,37.0,146.0,1.53
8808,2003.0,0.11,0.04,0.0,0.0,75.0,25.0,5.0,0.15
1672,2002.0,0.59,0.46,0.0,0.15,59.0,19.0,20.0,1.2
5891,2003.0,0.15,0.11,0.0,0.04,73.0,19.0,7.0,0.3
10142,2011.0,0.05,0.05,0.0,0.01,51.0,12.0,126.0,0.11
11360,2003.0,0.06,0.02,0.0,0.0,74.0,18.0,9.0,0.08
3446,2012.0,0.38,0.15,0.0,0.05,68.0,31.0,15.0,0.58
2776,2008.0,0.32,0.17,0.19,0.05,79.0,67.0,264.0,0.74
2306,2009.0,0.52,0.25,0.0,0.12,74.0,44.0,10.0,0.9
3978,2004.0,0.3,0.1,0.08,0.02,83.0,64.0,25.0,0.5
12267,2014.0,0.02,0.01,0.03,0.01,60.0,7.0,29.0,0.07
10482,2003.0,0.08,0.02,0.0,0.0,72.0,17.0,5.0,0.1
1304,2008.0,0.72,0.4,0.14,0.2,85.0,65.0,129.0,1.46
13895,2012.0,0.0,0.03,0.0,0.01,48.0,8.0,188.0,0.04
2860,2011.0,0.23,0.4,0.01,0.08,87.0,81.0,166.0,0.72
9499,2003.0,0.06,0.05,0.0,0.02,48.0,26.0,6.0,0.13
1651,2006.0,1.01,0.04,0.0,0.16,71.0,30.0,12.0,1.21
8174,2008.0,0.09,0.07,0.0,0.02,56.0,16.0,27.0,0.18
2581,2009.0,0.43,0.29,0.0,0.07,48.0,10.0,5.0,0.79
154,2014.0,2.49,2.07,0.16,0.92,76.0,95.0,5380.0,5.64
5640,2006.0,0.27,0.03,0.0,0.03,79.0,80.0,117.0,0.32
9367,2007.0,0.11,0.01,0.0,0.01,71.0,43.0,16.0,0.13
9987,2006.0,0.1,0.0,0.0,0.01,74.0,45.0,9.0,0.12
4487,2003.0,0.21,0.17,0.0,0.06,51.0,7.0,16.0,0.43
4059,2008.0,0.24,0.18,0.03,0.05,72.0,50.0,41.0,0.49
11746,2012.0,0.0,0.06,0.0,0.01,86.0,11.0,337.0,0.08
7972,2011.0,0.07,0.09,0.0,0.03,65.0,23.0,7.0,0.19
8200,2008.0,0.14,0.02,0.0,0.01,58.0,15.0,6.0,0.18
1084,2003.0,0.93,0.52,0.0,0.22,93.0,41.0,125.0,1.67
1391,2005.0,0.24,0.18,0.91,0.06,69.0,29.0,68.0,1.39
3929,2004.0,0.25,0.19,0.0,0.06,76.0,54.0,191.0,0.51
3434,2005.0,0.06,0.04,0.47,0.01,58.0,23.0,35.0,0.58
11921,2005.0,0.06,0.01,0.0,0.0,54.0,10.0,11.0,0.07
9190,2011.0,0.05,0.08,0.0,0.01,65.0,15.0,4.0,0.14
9067,2002.0,0.11,0.03,0.0,0.01,84.0,12.0,5.0,0.14
3667,2002.0,0.39,0.14,0.0,0.02,68.0,25.0,9.0,0.55
5361,2002.0,0.25,0.09,0.0,0.01,73.0,9.0,14.0,0.34
1597,2002.0,1.19,0.05,0.0,0.0,74.0,22.0,135.0,1.25
1630,2008.0,1.0,0.13,0.0,0.1,70.0,59.0,48.0,1.23
3473,2013.0,0.14,0.34,0.0,0.1,91.0,23.0,310.0,0.58
11743,2006.0,0.06,0.02,0.0,0.0,78.0,15.0,32.0,0.08
14813,2013.0,0.01,0.0,0.01,0.0,43.0,5.0,24.0,0.03
1593,2006.0,1.01,0.04,0.03,0.16,79.0,62.0,194.0,1.25
9420,2002.0,0.1,0.03,0.0,0.0,60.0,6.0,5.0,0.13
11027,2009.0,0.08,0.0,0.0,0.01,54.0,6.0,5.0,0.09
9925,2005.0,0.09,0.03,0.0,0.0,74.0,26.0,13.0,0.12
